@relation compendium

@attribute Description String
@attribute Category {Bug,Feature,Support}
@attribute Ann1 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann2 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann3 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann4 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute Ann5 {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}
@attribute MostCommon {Installability,Integrity/Security,Migration,Reliability,Performance,Documentation,Requirements,Usability,Capability}

@data
"compendium.sh NoClassDefFoundError java lang System Downloaded 1.5.2 install Linux. Unzipped attempted run compendium.sh. Got error Exception thread main Exception printStackTrace java.lang.NoClassDefFoundError java lang System Using OpenSuse 10.3 Linux.","Bug","Installability","Installability","Installability","Installability","Installability","Installability"
"Select multiple nodes clone ability select multiple nodes clone would useful feature. Currently clone single node time","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Troubles wth cursor positioning node labels When click two characters node label insert cursor would often positioned either left first right second character rarely two characters. left right arrow keys correct cursor position","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"LaTeX Support Originally entered Babak Seradjeh moved Compendium main product OpenLearn version merged think would nice addition Compendium support LaTeX formatting equations. could useful node Title Content. Typing equation even simple one useful tag certain scientific purposes","Feature","Requirements","Requirements","Migration","Requirements","Requirements","Requirements"
"MAP NODE NOT RESPONDING Originally entered muchtja moved Compendium main product OpenLearn version merged installed CKM weeks worked diploma degree dessertation. Today cant get map program respond things want open map node nothing happens right click dont work outline view plus character Map node. SOS Michelle replied replied main Labspace forum reinterate here. problem might circular linking. know issue fixed. really need see log file see tell \Program File\Compendium OpenLearn\System\resources\Logs. Can attach log see problem","Support","Reliability","Capability","Usability","Reliability","Reliability","Reliability"
"List Node Header Spacing Remembered Originally requested Paul Hendon moved Compendium Main OpenLearn product merge back main List Node opens time five headers Img Tags Views Details Weight crunched corner. set spacing show tags example next time node opened setting lost. list box could useful node remembered header settings. Ideally order headers would customisable perhaps could decide headers see Thanks great application","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Troubles wth cursor positioning node labels Originally reported Klaus G????nther moved Compendium Main two software versions merged When click two characters node label insert cursor would often positioned either left first right second character rarely two characters. left right arrow keys correct cursor position. Michelle replied look quite right. see figure","Bug","Usability","Usability","Usability","Usability","Usability","Usability"
"Add 'Open Button Search Reulsts Dialog","Feature","Requirements","Usability","Usability","Requirements","Requirements","Requirements"
"Add node timespans XML export import","Feature","Requirements","Usability","Usability","Requirements","Requirements","Requirements"
"Add timespans backup restore","Feature","Requirements","Integrity/Security","Usability","Requirements","Requirements","Requirements"
"Right click node timeline view timespan properties","Feature","Usability","Usability","Usability","Usability","Usability","Usability"
"Double click blank node timeline create new second timespan","Feature","Performance","Usability","Usability","Performance","Performance","Performance"
